cleaned_articles
Een elektrische fietser is gewond geraakt na een botsing met een auto in Renswoude    Persbureau Heitink Persoon op elektrische fiets gewond na botsing met auto op Kastanjelaan in Renswoude Een persoon op een elektrische fiets is maandagochtend gewond geraakt na een botsing met een auto op de Kastanjelaan in Renswoude  Dat gebeurde nadat de automobilist de fietser over het hoofd zag  112Redactie 21 10 24   Laatste update  21 10 24   Het ongeluk gebeurde kort voor 07 00 uur  toen de automobilist vanuit de Dorpstraat de Kastanjelaan insloeg  Daarbij zag de bestuurder de fietser over het hoofd  De fietser ramde de auto aan de zijkant  waarbij grote schade ontstond aan de elektrische fiets en de auto   Een ambulance kwam ter plaatse en behandelde de fietser ter plaatse aan zijn verwondingen  Daarna is hij naar het ziekenhuis overgebracht   De politie doet verder onderzoek naar het incident  
Tweetal  13 en 15 jaar  ligt op donkere weg bij de Nieuwe Warande in Berkel Enschot    BD Meisjes  13 en 15  bebloed achtergela ten na ongeval met fatbike op donkere weg   Ik hoop dat je je meldt  BERKEL ENSCHOT   Twee kinderen van 13 en 15 jaar zijn zondagavond gewond geraakt bij een ongeval bij de Nieuwe Warande in Berkel Enschot  Het tweetal reed op een fatbike en botste met een loslopende hond  waarna ze hard op de weg terechtkwamen    Wie heeft twee kinderen bebloed op een donkere weg achtergelaten    vraagt moeder Patty Manders in een oproep  Erik Luiten 21 10 24   Laatste update  21 10 24   3 REACTIES De twee meiden reden rond 19 40 uur vanuit de Schepersvenweg de Rauwbrakenweg op  in het buitengebied van Berkel Enschot  Een vrouw die aan de overkant van de straat een aangelijnde hond uitliet  leek iets te roepen toen ze de bocht uit reden  Op dat moment kwam er een hond uit het hoge gras de straat op gerend  Een aanrijding kon niet worden voorkomen  waarop het tweetal met de elektrische fiets viel en op de weg belandde  De 15 jarige bestuurster kwam op haar gezicht terecht en bloedde hevig aan haar wenkbrauw en kin  De 13 jarige viel op haar knie en kon niet meer opstaan    Op dat moment ontstond er een woordenwisseling   zo kreeg de moeder van de jongste te horen    Mijn 13 jarige dochter kreeg een opmerking over haar hoofddoek  terwijl ze daar op de grond lag  Ze zal vast iets hebben teruggeroepen  Maar in plaats van te helpen  liep de vrouw zonder pardon weg   Aangeslagen Een fietser die de kinderen zag liggen  stopte wel om te helpen tot de ouders en een ambulance kwamen  Het oudste slachtoffer kreeg meerdere hechtingen in haar gezicht  De knie van de jongste werd in verband gewikkeld    Ze zitten nu thuis en zijn nog zeer aangeslagen  Ik ook  want ik snap niet hoe je kinderen zo kan achterlaten   zegt Manders verbaasd  De moeder nam contact met de politie op om de vrouw in kwestie te vinden en plaatste een oproep op LinkedIn  Inmiddels heeft ze een afspraak gemaakt met een wijkagent  die langskomt om een aangifte op te nemen    Het is voor mij een principekwestie  Ik snap dat fatbikes krengen kunnen zijn  maar daar gaat het me hier niet om   zegt ze    Wie laat nou twee gewonde kinderen achter op een donkere weg  Ik hoop dat die vrouw zich meldt om dit goed af te handelen   Lees meer Help  ik snap de fatbike discussie niet  Die is toch makkelijk op te lossen  Steeds meer jonge kinderen op opgevoerde fatbikes met gashendels   Wanen zich onaantastbaar  Met deze speciale apparatuur gaat Tilburg de strijd met opgevoerde fatbikes aan  en dat heeft meteen succes
Een vrouw raakte zwaargewond na een ongeval met haar fatbike    Toby de Kort Vrouw raakt zwaargewond na ongeval met fatbike  omstanders trekken haar uit sloot Na een ongeluk met haar fatbike is een vrouw woensdagmiddag in een sloot in Oisterwijk terechtgekomen  Omstanders hebben haar uit de sloot aan de Heukelomseweg getrokken  Meerdere hulpdiensten kwamen ter plaatse  Kaylee Noteboom 16 10 24   3 REACTIES De vrouw raakte zwaargewond en aan de sporen is te zien dat ze met haar fatbike de sloot in is gereden  De politie heeft het fietspad naast de sloot afgezet en doet onderzoek naar de oorzaak van het ongeval  Een vrouw raakte zwaargewond na een ongeval met haar fatbike   Toby de Kort
Ambulancepersoneel buigt zich over de onfortuinlijke fietsster    Damian Ruitenga Vrouw op e bike raakt gewond bij aanrijding in Harderwijk en moet naar het ziekenhuis Bij een aanrijding in Harderwijk is vanmiddag een vrouw gewond geraakt  Zij zat op een e bike toen zij door een automobilist werd geraakt  Remco Regterschot 18 10 24   Laatste update  18 10 24   0 REACTIES Het ongeluk gebeurde rond drie uur op de Vondellaan  De vrouw kwam na de aanrijding hard ten val en raakte dusdanig gewond dat zij met de ambulance naar het ziekenhuis moest worden gebracht  De automobilist reed na de aanrijding een bladrek omver en kwam in de berm terecht  De politie onderzoekt de exacte toedracht van de aanrijding en nam verklaringen van getuigen op  De man achter het stuur van de auto mocht daarna zijn weg vervolgen 
Ambulancepersoneel buigt zich over de onfortuinlijke fietsster    Damian Ruitenga Vrouw op e bike raakt gewond bij aanrijding in Harderwijk en moet naar het ziekenhuis Bij een aanrijding in Harderwijk is vanmiddag een vrouw gewond geraakt  Zij zat op een e bike toen zij door een automobilist werd geraakt  Remco Regterschot 18 10 24   Laatste update  18 10 24   0 REACTIES Het ongeluk gebeurde rond drie uur op de Vondellaan  De vrouw kwam na de aanrijding hard ten val en raakte dusdanig gewond dat zij met de ambulance naar het ziekenhuis moest worden gebracht  De automobilist reed na de aanrijding een bladrek omver en kwam in de berm terecht  De politie onderzoekt de exacte toedracht van de aanrijding en nam verklaringen van getuigen op  De man achter het stuur van de auto mocht daarna zijn weg vervolgen 
De oorzaak van het ongeval is nog niet bekend    District8 Jongen op fatbike botst op kinderwagen bij uitwijkmanoeuvre  baby valt er uit Een jongen op een fatbike is vrijdagmiddag op het Hargapad in Vlaardingen tegen een moeder met een kinderwagen gebotst  Dat gebeurde waarschijnlijk toen hij moest uitwijken voor tegenliggende wielrenners  meldt de politie  De kinderwagen kiepte en de baby viel er uit  112Redactie 18 10 24   Laatste update  18 10 24   De baby lijkt bij de botsing ongedeerd te zijn gebleven  maar is voor alle zekerheid naar het ziekenhuis gebracht  De fatbike van de jongen was niet opgevoerd  meldt de politie  De politie wil wel nog met de wielrenners spreken en is naar hen op zoek 
Een fatbiker raakte gewond bij een botsing met een auto op de Ravensburgweg in Zwolle    John van Lingen   PNN Fatbiker raakt gewond bij botsing met auto op rotonde in Zwolle De bestuurder van een fatbike is donderdagochtend gewond geraakt bij een botsing met een auto in Zwolle  De fietser is per ambulance naar het ziekenhuis gebracht  Thomas van der Kolk 17 10 24   Laatste update  17 10 24   2 REACTIES Het ongeval gebeurde rond kwart voor zeven op de rotonde van de Ravensburgstraat met de Nieuwleusenerdijk op bedrijventerrein Hessenpoort  De bestuurder wilde afslaan bij de rotonde en zag daarbij de fatbiker over het hoofd  De politie heeft de fatbike meegenomen met een busje en gaat controleren of het voertuig aan de wettelijk gestelde eisen voldoet   Grote brand legt gebouwen op camping in Paasloo in de as Grote zwarte rookwolken rijzen op vanaf de Paaslo rweg in Paasloo  Daar woedt dinsdagmiddag een zeer grote brand in twee gebouwen van vakantiepark de Eikenhof  De recreatieruimte en een toiletgebouw moeten volgens de brandweer als verloren worden beschouwd  Voor zover bekend zijn er geen slachtoffers gevallen  Gekozen Grote brand legt gebouwen op camping in Paasloo in de as  Legervoertuig gekanteld op A1  militair gewond  Auto verliest motorblok bij crash Havelte  bestuurder gewond  Gewonde bij botsing op A1 bij Voorst  Auto slaat over de kop middenin woonwijk in Doesburg  Week later explosie bij ander sushi restaurant in Culemborg  Tweede keer brandstichting op   n dag bij skatebaan Arnhem  Bestuurder aangehouden na eenzijdig ongeluk met scooter  Dashcam filmt hoe dronken bestuurder door Deventer slingert  Tankschip ramt krib op Waal nadat schipper overlijdt  Persoon zwaargewond na woningbrand  hond gered in Oosterbeek  Brand in snackbar Salland richt ravage aan in Deventer  Bestuurder spoorloos verdwenen na klap tegen boom bij Ede  Brandweer probeert woning te redden bij brand in Vasse  Verkeerschaos rond Arnhem door verschillende ongelukken  Twee scooterrijders gewond na frontale botsing in Oldenzaal  Tientallen boetes tijdens grote verkeerscontrole in Malden  Bewoner filmt hoe bestelbus in vlammen opgaat in Zwolle  800 liter olie belandt in water en riool in Hasselt  Brand in rieten dak van woning in Wageningen  Vlammen slaan uit het dak bij brand in woonboerderij Espel  Melding steekincident Velp  verdachte verstopt zich  Dode bij frontale botsing tussen twee auto s in Balkbrug  Matrassen vliegen uit het raam bij woningbrand in Nijmegen 
Een fatbiker raakte gewond bij een botsing met een auto op de Ravensburgweg in Zwolle    John van Lingen   PNN Fatbiker raakt gewond bij botsing met auto op rotonde in Zwolle De bestuurder van een fatbike is donderdagochtend gewond geraakt bij een botsing met een auto in Zwolle  De fietser is per ambulance naar het ziekenhuis gebracht  Thomas van der Kolk 17 10 24   Laatste update  17 10 24   3 REACTIES Het ongeval gebeurde rond kwart voor zeven op de rotonde van de Ravensburgstraat met de Nieuwleusenerdijk op bedrijventerrein Hessenpoort  De bestuurder wilde afslaan bij de rotonde en zag daarbij de fatbiker over het hoofd  De politie heeft de fatbike meegenomen met een busje en gaat controleren of het voertuig aan de wettelijk gestelde eisen voldoet   Grote brand legt gebouwen op camping in Paasloo in de as Grote zwarte rookwolken rijzen op vanaf de Paaslo rweg in Paasloo  Daar woedt dinsdagmiddag een zeer grote brand in twee gebouwen van vakantiepark de Eikenhof  De recreatieruimte en een toiletgebouw moeten volgens de brandweer als verloren worden beschouwd  Voor zover bekend zijn er geen slachtoffers gevallen  Gekozen Grote brand legt gebouwen op camping in Paasloo in de as  Legervoertuig gekanteld op A1  militair gewond  Auto verliest motorblok bij crash Havelte  bestuurder gewond  Gewonde bij botsing op A1 bij Voorst  Auto slaat over de kop middenin woonwijk in Doesburg  Week later explosie bij ander sushi restaurant in Culemborg  Tweede keer brandstichting op   n dag bij skatebaan Arnhem  Bestuurder aangehouden na eenzijdig ongeluk met scooter  Dashcam filmt hoe dronken bestuurder door Deventer slingert  Tankschip ramt krib op Waal nadat schipper overlijdt  Persoon zwaargewond na woningbrand  hond gered in Oosterbeek  Brand in snackbar Salland richt ravage aan in Deventer  Bestuurder spoorloos verdwenen na klap tegen boom bij Ede  Brandweer probeert woning te redden bij brand in Vasse  Verkeerschaos rond Arnhem door verschillende ongelukken  Twee scooterrijders gewond na frontale botsing in Oldenzaal  Tientallen boetes tijdens grote verkeerscontrole in Malden  Bewoner filmt hoe bestelbus in vlammen opgaat in Zwolle  800 liter olie belandt in water en riool in Hasselt  Brand in rieten dak van woning in Wageningen  Vlammen slaan uit het dak bij brand in woonboerderij Espel  Melding steekincident Velp  verdachte verstopt zich  Dode bij frontale botsing tussen twee auto s in Balkbrug  Matrassen vliegen uit het raam bij woningbrand in Nijmegen 
De oorzaak van het ongeval is nog niet bekend    AS Media Ongeval tussen fiets en fatbike op Rivierweg in Westervoort Bij een aanrijding tussen een fatbike en een fiets op de Rivierweg in Westervoort zijn woensdagavond mogelijk   n of meerdere personen gewond geraakt  112Redactie 16 10 24   Laatste update  16 10 24   Het ongeval gebeurde rond kwart voor acht  s avonds  Over de oorzaak van het ongeval is nog niets bekend 
Adv   Vrouw raakt zwaargewond na ongeval met fatbike in Oisterwijk  omstanders trekken haar uit sloot MET VIDEOOISTERWIJK   Na een ongeluk met haar fatbike is een vrouw woensdagmiddag in een sloot in Oisterwijk terechtgekomen  Omstanders hebben haar uit de sloot aan de Heukelomseweg getrokken  Meerdere hulpdiensten kwamen ter plaatse  Kaylee Noteboom 16 10 24   Laatste update  16 10 24   De vrouw raakte zwaargewond en aan de sporen is te zien dat ze met haar fatbike de sloot in is gereden  De politie heeft het fietspad naast de sloot afgezet en doet onderzoek naar de oorzaak van het ongeval  Een vrouw raakte zwaargewond na een ongeval met haar fatbike   Toby de Kort Een vrouw raakte zwaargewond na een ongeval met haar fatbike   Toby de Kort
Een fatbiker is ten val gekomen in Noordwijk    AS Media Fatbiker gewond geraakt na val op fietspad langs Van Berckelweg in Noordwijk Een persoon op een fatbike is dinsdagmiddag gewond geraakt op het fietspad langs de Van Berckelweg in Noordwijk  nadat zijn stuur vast kwam te zitten in het stuur van een andere fatbiker  Daarbij kwamen ze ten val  112Redactie 15 10 24   Het ongeval gebeurde rond 15 10 uur  Een ambulance kwam ter plaatse en heeft de gevallen fatbikers nagekeken  Ze hoefden niet naar het ziekenhuis 
Een ambulance was aanwezig om eventuele gewonden van de botsing na te kijken   NoorderNieuws Ambulance ingezet voor e bike botsing op Oude Meerdijk in Emmen Op het fietspad naast de Oude Meerdijk in Emmen heeft maandagochtend een ongeval plaatsgevonden  waarbij mogelijk   n of meerdere personen gewond zijn geraakt  Bij het ongeval kwamen twee personen op een elektrische fiets met elkaar in botsing  112Redactie 14 10 24   Laatste update  14 10 24   Het ongeval gebeurde rond kwart voor twaalf in de ochtend  Een ambulance is opgeroepen  Over de oorzaak van het incident is nog niets bekend 
Fietser en automobilist botsen op de kruising Dordsedijk en Jhr  M W C  de Jongestraat    Noordernieuws E biker gewond na botsing met automobilist op Jhr  M W C  de Jongestraat in Klazienaveen Een fietser op een elektrische fiets is donderdagochtend gebotst met een automobilist op de Jhr  M W C  de Jongestraat in Klazienaveen  Hoe het ongeval is gebeurd  is niet duidelijk  De vrouw is ten val gekomen en per ambulance naar het ziekenhuis vervoerd  112Redactie 10 10 24   Laatste update  10 10 24   Het ongeval gebeurde rond tien voor half elf  s ochtends 
De oorzaak van het ongeval is nog niet duidelijk    Yoell Schonewille   NoorderNieuws Botsing tussen scooter en e bike op Oude Meerdijk in Emmen Op de Oude Meerdijk in Emmen zijn een scooter en een elektrische fiets met elkaar in botsing gekomen  Hierbij zijn mogelijk een of meer personen gewond geraakt  112Redactie 07 10 24   Laatste update  07 10 24   De eerste melding kwam ongeveer tien voor half zes  s middags bij de alarmcentrale binnen  Over de oorzaak van het ongeval is nog niets bekend 
Fatbiker en automobilist botsen op de Ceintuurbaan in Deventer    Rens Hulman Fatbiker slaat af en botst met auto op Ceintuurbaan in Deventer Een persoon op een fatbike is zondagochtend gewond geraakt na een botsing met een auto op de Ceintuurbaan in Deventer  Ambulancepersoneel behandelt de fatbiker  112Redactie 06 10 24   De fatbiker fietste vlak na tien uur  s ochtends op de Ceintuurbaan en wilde afslaan om de Smyrnastraat te bereiken  Bij het afslaan knalde de fietser op een auto die ook op de Ceintuurbaan reed  Dat de klap flink was  is te zien aan de auto  de zijspiegel is afgebroken en net boven de wielkast zit een grote deuk  De fatbiker wordt medisch verzorgd door de ambulancedienst  Mogelijk moet diegene nog naar het ziekenhuis worden overgebracht 
Fatbiker gewond na botsing met geparkeerde bestelbus   Noordernieuws Achterruit in gruzelementen  fatbiker knalt op geparkeerde bestelbus op Thedingecamp in Emmen Een persoon op een fatbike is donderdag aan het begin van de avond op de achterkant van een geparkeerde bestelbus geknald  De fatbiker raakte gewond door het incident en is naar het ziekenhuis overgebracht  112Redactie 03 10 24   Laatste update  03 10 24   Hoe het komt dat de fatbiker de geparkeerde auto over het hoofd zag is nog niet duidelijk  Dat de klap hard was  is minder twijfelachtig  De linkerachterruit van de bus is aan diggelen en op het asfalt van de Thedingecamp liggen bloedspetters  De politie doet onderzoek naar het voorval 
Een auto en een fatbike zijn op elkaar gebotst bij het Huijgenspark in Den Haag    Jos van Leeuwen Auto en fatbike op elkaar gebotst bij Huijgenspark in Den Haag Een fatbiker is dinsdagmiddag op een auto geklapt bij het Huijgenspark in Den Haag  De fatbiker liep daarbij enige verwondingen op  112Redactie 01 10 24   Laatste update  01 10 24   De botsing vond rond 13 40 uur plaats  vermoedelijk toen de auto in wilde parkeren  De fatbiker had ter plaatse geen medische hulp nodig en gaat zelf naar de dokter  De politie doet verder onderzoek naar de aanleiding van het ongeluk 
De auto en fatbike kwamen op een oversteekplaats in botsing   District8 Fatbiker in botsing met auto op de Soestdijkseplein in Den Haag Een persoon op een fatbike is zondagavond in botsing gekomen met een automobilist op het Soestdijkseplein in Den Haag  De fietser is behandeld in een ambulance  112Redactie 29 09 24   Laatste update  30 09 24   De automobilist kwam bij het verlaten van een rotonde in botsing met de fatbiker die op het fietspad reed  De vrouw met de fatbike kwam ten val en liep hierbij letsel op  Omstanders schoten te hulp tot de komst van een ambulance  De opzittende van de fatbike is behandeld door het ambulancepersoneel  De fatbike en de auto liepen beide schade op door het ongeval  Buslijn 25 moest tijdelijk omrijden vanwege het ongeval 
Automobilist rijdt door na botsing met fatbiker   Persbureau Meter Automobilist meldt zich bij politie na doorrijden bij botsing met fatbike op Maria in Campislaan in Assen Een auto is vrijdagochtend doorgereden na een botsing met een fatbike op de kruising van de Maria in Campislaan en de Europaweg West in Assen  De fatbiker is behandeld door ambulancepersoneel  De politie zoekt naar de doorgereden auto  112Redactie 27 09 24   Laatste update  27 09 24   De bestuurder van de doorgereden auto heeft zich bij de politie gemeld  meldt de politie om 9 00 uur  Het signalement van de auto is vrijdagochtend om 8 30 uur via burgernet verspreid  Vanaf het kruispunt waar de aanrijding gebeurde is de grijze auto doorgereden in de richting van Peelo  een wijk in het noorden van Assen  De botsing is vrijdagochtend om 8 15 uur gemeld  Hoe de aanrijding heeft kunnen gebeuren  is niet bekend 
Adv   Jongen gewond na ongeval met fatbike in Sprang Capelle  met ambulance naar het ziekenhuis gebracht MET VIDEOSPRANG CAPELLE   Een jongen is donderdagmiddag gewond geraakt bij een ongeval met een fatbike  Dit gebeurde op de Kievit in Sprang Capelle  Noa Wammes 26 09 24   Laatste update  26 09 24   De jongen zat samen met een andere jongen op een fatbike toen ze hard onderuit gingen  Een van de jongens is gewond geraakt en werd met een ambulance naar het ziekenhuis gebracht  Ook de fiets raakte beschadigd  De andere jongen kwam met de schrik vrij  Hoe het ongeval kon gebeuren  is niet bekend  De jongen werd met een ambulance naar het ziekenhuis gebracht    Erik Haverhals   Foto Persbureau Midden Brabant
De fatbiker kwam in botsing met een auto    112Achterhoek Nieuws LDGFotografie Meisje op fatbike gewond door aanrijding met auto Een meisje is zaterdagmiddag gewond geraakt bij een ongeluk op de Tugerallee in  s Heerenberg  Het slachtoffer is met een ambulance naar het ziekenhuis gebracht om daar te worden behandeld aan haar verwondingen  112Redactie 21 09 24   Laatste update  21 09 24   Het ongeval gebeurde even voor 14 00 uur  Het meisje reed met haar fatbike op de Lengelseweg en wilde de Tugerallee oprijden  De automobilist zag de van rechts komende fietser over het hoofd  met een botsing tot gevolg  De politie doet onderzoek naar het ongeluk 
De fatbiker kwam in botsing met een auto    112Achterhoek Nieuws LDGFotografie Meisje op fatbike gewond door aanrijding met auto Een meisje is zaterdagmiddag gewond geraakt bij een ongeluk op de Tugerallee in  s Heerenberg  Het slachtoffer is met een ambulance naar het ziekenhuis gebracht om daar te worden behandeld aan haar verwondingen  112Redactie 21 09 24   Laatste update  21 09 24   Het ongeval gebeurde even voor 14 00 uur  Het meisje reed met haar fatbike op de Lengelseweg en wilde de Tugerallee oprijden  De automobilist zag de van rechts komende fietser over het hoofd  met een botsing tot gevolg  De politie doet onderzoek naar het ongeluk 
De oorzaak van  t ongeval is nog niet bekend   HV Zeeland Aanrijding met fatbike op Lange Heerenstraat in Schoondijke Bij een aanrijding met een fatbike op de Lange Heerenstraat in Schoondijke zijn vrijdagochtend mogelijk   n of meerdere personen gewond geraakt  112Redactie 20 09 24   Laatste update  20 09 24   Het ongeval gebeurde rond half tien  s ochtends  Over de oorzaak van het incident is nog niets bekend 
