url,date,articles,cleaned_articles
https://www.gelderlander.nl/112-nieuws-ede/fietser-gewond-na-aanrijding-op-gloednieuwe-rotonde-in-bennekom~a8631101/,2024-11-05,"Botsing tussen auto en fietser op Edeseweg in Bennekom. © AS Media
Fietser gewond na aanrijding op gloednieuwe rotonde in Bennekom
Op een nieuwe rotonde op de Edeseweg in Bennekom zijn dinsdagochtend een fietser en een automobilist op elkaar gebotst. De fietser raakte daarbij gewond en werd naar het ziekenhuis gebracht.
112Redactie 05-11-24, 08:28 Laatste update: 05-11-24, 12:45
De botsing gebeurde rond 08.30 uur op dinsdagochtend. Over de oorzaak van het incident is nog niets bekend.
De rotonde ging op 1 november open nadat het kruispunt met stoplichten was omgetoverd tot fietsrotonde in het kader van het Pico Bello pad. Dit pad, dat eind 2025 af moet zijn, vormt straks de snelfietsroute tussen Ede en Wageningen.
Nog even dit…
Wij zijn er voor iedereen die zich betrokken voelt bij onze regio. Wil jij ook graag weten wat er bij ons speelt en wat dat voor jou betekent? Onze verslaggevers zijn de oren en ogen van de regio en staan midden tussen de mensen. Hierdoor zijn wij in staat je het allerbeste regionale nieuws te brengen zonder poespas, maar altijd met fatsoen. Maar je kunt natuurlijk ook bij ons terecht voor betrouwbaar (inter)nationaal nieuws, sport en entertainment. Wat je bij ons leest, ziet of hoort, dat mag je raken.

Je leest de Gelderlander al voor1,80 per week
Meer informatie
Al abonnee? Log dan in .",Botsing tussen auto en fietser op Edeseweg in Bennekom    AS Media Fietser gewond na aanrijding op gloednieuwe rotonde in Bennekom Op een nieuwe rotonde op de Edeseweg in Bennekom zijn dinsdagochtend een fietser en een automobilist op elkaar gebotst  De fietser raakte daarbij gewond en werd naar het ziekenhuis gebracht  112Redactie 05 11 24   Laatste update  05 11 24   De botsing gebeurde rond 08 30 uur op dinsdagochtend  Over de oorzaak van het incident is nog niets bekend  De rotonde ging op 1 november open nadat het kruispunt met stoplichten was omgetoverd tot fietsrotonde in het kader van het Pico Bello pad  Dit pad  dat eind 2025 af moet zijn  vormt straks de snelfietsroute tussen Ede en Wageningen  
https://www.destentor.nl/112-nieuws-apeldoorn/automobilist-en-fietsster-in-botsing-op-de-koperslagersdonk-in-apeldoorn~aafd8a62/,2024-11-04,"De fietsster werd op de Koperslagersdonk in Apeldoorn. © AD.nl
Automobilist en fietsster in botsing op de Koperslagersdonk in Apeldoorn
Een fietsster is maandagochtend in botsing gekomen met een automobilist op de Koperslagersdonk in Apeldoorn. De vrouw is door het ambulancepersoneel naar huis gebracht.
112Redactie 04-11-24, 11:43 Laatste update: 04-11-24, 13:04
De fietsster werd rond 11.45 uur geschept op de kruising met de Klingmakersdonk. Medewerkers van de ambulance hebben de vrouw nagekeken en behandeld. Vervoer naar een ziekenhuis bleek niet noodzakelijk te zijn. De ambulancebroeders hebben de vrouw thuis afgezet. 
De weg was enige tijd afgesloten wegens afhandeling van het ongeluk. De aanwezige agenten hebben van de betrokkenen een verklaring opgenomen.
Nog even dit…
Wij zijn er voor iedereen die zich betrokken voelt bij onze regio. Wil jij ook graag weten wat er bij ons speelt en wat dat voor jou betekent? Onze verslaggevers zijn de oren en ogen van de regio en staan midden tussen de mensen. Hierdoor zijn wij in staat je het allerbeste regionale nieuws te brengen zonder poespas, maar altijd met fatsoen. Maar je kunt natuurlijk ook bij ons terecht voor betrouwbaar (inter)nationaal nieuws, sport en entertainment. Wat je bij ons leest, ziet of hoort, dat mag je raken.

Je leest de Stentor al voor1,80 per week
Meer informatie
Al abonnee? Log dan in",De fietsster werd op de Koperslagersdonk in Apeldoorn    AD nl Automobilist en fietsster in botsing op de Koperslagersdonk in Apeldoorn Een fietsster is maandagochtend in botsing gekomen met een automobilist op de Koperslagersdonk in Apeldoorn  De vrouw is door het ambulancepersoneel naar huis gebracht  112Redactie 04 11 24   Laatste update  04 11 24   De fietsster werd rond 11 45 uur geschept op de kruising met de Klingmakersdonk  Medewerkers van de ambulance hebben de vrouw nagekeken en behandeld  Vervoer naar een ziekenhuis bleek niet noodzakelijk te zijn  De ambulancebroeders hebben de vrouw thuis afgezet   De weg was enige tijd afgesloten wegens afhandeling van het ongeluk  De aanwezige agenten hebben van de betrokkenen een verklaring opgenomen  
https://www.destentor.nl/112-nieuws-apeldoorn/fietser-belandt-op-voorruit-auto-bij-harde-botsing-in-apeldoorn~a0d30cc3/,2024-11-04,"00:34
Fietser loopt hoofdwond op bij botsing met auto in Apeldoorn
Fietser belandt op voorruit auto bij harde botsing in Apeldoorn
MET VIDEOEen fietser heeft maandagmiddag een flinke hoofdwond opgelopen bij een ongeluk in Apeldoorn. De man kwam op de Koning Stadhouderlaan hard in botsing met een auto. Het slachtoffer is aan zijn verwondingen behandeld en per ambulance naar het ziekenhuis gebracht.
Björn Beerthuizen 04-11-24, 17:22 Laatste update: 05-11-24, 10:23
0 REACTIES
De fietser wilde maandag rond 17.15 uur de Koning Stadhouderlaan oversteken en kwam hard in botsing met een auto. Fietsers hebben daar geen voorrang. De man kwam op de voorruit van de auto terecht en raakte gewond. In de voorruit van de auto zit een flinke barst. Het slachtoffer is behandeld aan zijn verwondingen en meegenomen door de ambulance.
De politie heeft verklaringen opgenomen van getuigen en van de bestuurder. De auto is door een berger afgesleept.
© Luciano de Graaf/LDGFotografie
Nog even dit…
Wij zijn er voor iedereen die zich betrokken voelt bij onze regio. Wil jij ook graag weten wat er bij ons speelt en wat dat voor jou betekent? Onze verslaggevers zijn de oren en ogen van de regio en staan midden tussen de mensen. Hierdoor zijn wij in staat je het allerbeste regionale nieuws te brengen zonder poespas, maar altijd met fatsoen. Maar je kunt natuurlijk ook bij ons terecht voor betrouwbaar (inter)nationaal nieuws, sport en entertainment. Wat je bij ons leest, ziet of hoort, dat mag je raken.

Je leest de Stentor al voor1,80 per week
Meer informatie
Al abonnee? Log dan in", Fietser loopt hoofdwond op bij botsing met auto in Apeldoorn Fietser belandt op voorruit auto bij harde botsing in Apeldoorn MET VIDEOEen fietser heeft maandagmiddag een flinke hoofdwond opgelopen bij een ongeluk in Apeldoorn  De man kwam op de Koning Stadhouderlaan hard in botsing met een auto  Het slachtoffer is aan zijn verwondingen behandeld en per ambulance naar het ziekenhuis gebracht  Bj rn Beerthuizen 04 11 24   Laatste update  05 11 24   0 REACTIES De fietser wilde maandag rond 17 15 uur de Koning Stadhouderlaan oversteken en kwam hard in botsing met een auto  Fietsers hebben daar geen voorrang  De man kwam op de voorruit van de auto terecht en raakte gewond  In de voorruit van de auto zit een flinke barst  Het slachtoffer is behandeld aan zijn verwondingen en meegenomen door de ambulance  De politie heeft verklaringen opgenomen van getuigen en van de bestuurder  De auto is door een berger afgesleept    Luciano de Graaf LDGFotografie 
https://www.destentor.nl/apeldoorn/fietser-raakt-gewond-aan-hoofd-bij-botsing-in-apeldoorn~a4c6eb74/,2024-11-04,"Bij de botser raakte de fietser gewond aan het hoofd. © Luciano de Graaf / LDGFotografie
Fietser raakt gewond aan hoofd bij botsing in Apeldoorn
Een fietser is maandagmiddag lelijk ten val gekomen bij een botsing met een auto in Apeldoorn. Het ongeluk gebeurde rond kwart voor drie op de kruising van het Hofveld met de Kraaienweg.
Ivo Spijkers 04-11-24, 14:43 Laatste update: 04-11-24, 15:48
1 REACTIE
De fietser raakte bij de val gewond aan het hoofd. Een ambulance heeft het slachtoffer naar het ziekenhuis gebracht. Door het ongeluk was de weg een tijdje dicht.
00:29
Gewonde bij botsing op A1 bij Voorst
Door een ongeluk op de A1 ter hoogte van de afslag naar Voorst is de snelweg dicht geweest richting Deventer. Rond kwart over zes botsten hier twee auto's tegen elkaar aan. Daarbij raakte een persoon gewond. BEELD Rens Hulman
Gekozen
Gewonde bij botsing op A1 bij Voorst
00:29
Auto slaat over de kop middenin woonwijk in Doesburg
00:30
Week later explosie bij ander sushi restaurant in Culemborg
00:53
Tweede keer brandstichting op één dag bij skatebaan Arnhem
00:34
Bestuurder aangehouden na eenzijdig ongeluk met scooter
00:45
Dashcam filmt hoe dronken bestuurder door Deventer slingert
00:56
Tankschip ramt krib op Waal nadat schipper overlijdt
00:53
Persoon zwaargewond na woningbrand, hond gered in Oosterbeek
00:53
Brand in snackbar Salland richt ravage aan in Deventer
00:49
Bestuurder spoorloos verdwenen na klap tegen boom bij Ede
00:40
Brandweer probeert woning te redden bij brand in Vasse
00:49
Verkeerschaos rond Arnhem door verschillende ongelukken
00:52
Twee scooterrijders gewond na frontale botsing in Oldenzaal
00:41
Tientallen boetes tijdens grote verkeerscontrole in Malden
00:42
Bewoner filmt hoe bestelbus in vlammen opgaat in Zwolle
00:15
800 liter olie belandt in water en riool in Hasselt
00:42
Brand in rieten dak van woning in Wageningen
00:50
Vlammen slaan uit het dak bij brand in woonboerderij Espel
00:46
Melding steekincident Velp: verdachte verstopt zich
00:55
Dode bij frontale botsing tussen twee auto's in Balkbrug
00:37
Matrassen vliegen uit het raam bij woningbrand in Nijmegen
00:57
Honderden huishoudens in Apeldoorn dagen zonder gas na lek
00:41
Automobilist veroorzaakt schade in parkeergarage ziekenhuis
00:38
Bedieningsfout stuurt auto sloot in bij Intratuin Duiven
00:36
Nog even dit…
Wij zijn er voor iedereen die zich betrokken voelt bij onze regio. Wil jij ook graag weten wat er bij ons speelt en wat dat voor jou betekent? Onze verslaggevers zijn de oren en ogen van de regio en staan midden tussen de mensen. Hierdoor zijn wij in staat je het allerbeste regionale nieuws te brengen zonder poespas, maar altijd met fatsoen. Maar je kunt natuurlijk ook bij ons terecht voor betrouwbaar (inter)nationaal nieuws, sport en entertainment. Wat je bij ons leest, ziet of hoort, dat mag je raken.

Je leest de Stentor al voor1,80 per week
Meer informatie
Al abonnee? Log dan in",Bij de botser raakte de fietser gewond aan het hoofd    Luciano de Graaf   LDGFotografie Fietser raakt gewond aan hoofd bij botsing in Apeldoorn Een fietser is maandagmiddag lelijk ten val gekomen bij een botsing met een auto in Apeldoorn  Het ongeluk gebeurde rond kwart voor drie op de kruising van het Hofveld met de Kraaienweg  Ivo Spijkers 04 11 24   Laatste update  04 11 24   1 REACTIE De fietser raakte bij de val gewond aan het hoofd  Een ambulance heeft het slachtoffer naar het ziekenhuis gebracht  Door het ongeluk was de weg een tijdje dicht   Gewonde bij botsing op A1 bij Voorst Door een ongeluk op de A1 ter hoogte van de afslag naar Voorst is de snelweg dicht geweest richting Deventer  Rond kwart over zes botsten hier twee auto s tegen elkaar aan  Daarbij raakte een persoon gewond  BEELD Rens Hulman Gekozen Gewonde bij botsing op A1 bij Voorst  Auto slaat over de kop middenin woonwijk in Doesburg  Week later explosie bij ander sushi restaurant in Culemborg  Tweede keer brandstichting op   n dag bij skatebaan Arnhem  Bestuurder aangehouden na eenzijdig ongeluk met scooter  Dashcam filmt hoe dronken bestuurder door Deventer slingert  Tankschip ramt krib op Waal nadat schipper overlijdt  Persoon zwaargewond na woningbrand  hond gered in Oosterbeek  Brand in snackbar Salland richt ravage aan in Deventer  Bestuurder spoorloos verdwenen na klap tegen boom bij Ede  Brandweer probeert woning te redden bij brand in Vasse  Verkeerschaos rond Arnhem door verschillende ongelukken  Twee scooterrijders gewond na frontale botsing in Oldenzaal  Tientallen boetes tijdens grote verkeerscontrole in Malden  Bewoner filmt hoe bestelbus in vlammen opgaat in Zwolle  800 liter olie belandt in water en riool in Hasselt  Brand in rieten dak van woning in Wageningen  Vlammen slaan uit het dak bij brand in woonboerderij Espel  Melding steekincident Velp  verdachte verstopt zich  Dode bij frontale botsing tussen twee auto s in Balkbrug  Matrassen vliegen uit het raam bij woningbrand in Nijmegen  Honderden huishoudens in Apeldoorn dagen zonder gas na lek  Automobilist veroorzaakt schade in parkeergarage ziekenhuis  Bedieningsfout stuurt auto sloot in bij Intratuin Duiven  
https://www.bndestem.nl/112-nieuws-zundert/fietser-raakt-gewond-bij-aanrijding-met-auto-voertuig-rijdt-de-sloot-in~ae962ea6/,2024-11-01,"Een fietser is gewond geraakt bij een aanrijding met een auto op de Grote Heistraat in Wernhout. © Tom van der Put
Fietser raakt gewond bij aanrijding met auto, voertuig rijdt de sloot in
WERNHOUT - Een fietser is vrijdagochtend gewond geraakt bij een aanrijding met een auto in Wernhout. Het voertuig belandde na de botsing in een sloot langs de Grote Heistraat.
Matthijs Keim 01-11-24, 09:55
De automobilist kon zelf uitstappen, maar de fietser moest na het ongeluk naar het ziekenhuis worden gebracht. Een bergingsbedrijf heeft de auto uit de sloot getakeld en afgevoerd. Het is niet duidelijk hoe de auto en de fietser konden botsen.
De auto belandde na het ongeluk in Wernhout in een sloot, en moest door een bergingsbedrijf omhoog worden getakeld. © Tom van der Put",Een fietser is gewond geraakt bij een aanrijding met een auto op de Grote Heistraat in Wernhout    Tom van der Put Fietser raakt gewond bij aanrijding met auto  voertuig rijdt de sloot in WERNHOUT   Een fietser is vrijdagochtend gewond geraakt bij een aanrijding met een auto in Wernhout  Het voertuig belandde na de botsing in een sloot langs de Grote Heistraat  Matthijs Keim 01 11 24   De automobilist kon zelf uitstappen  maar de fietser moest na het ongeluk naar het ziekenhuis worden gebracht  Een bergingsbedrijf heeft de auto uit de sloot getakeld en afgevoerd  Het is niet duidelijk hoe de auto en de fietser konden botsen  De auto belandde na het ongeluk in Wernhout in een sloot  en moest door een bergingsbedrijf omhoog worden getakeld    Tom van der Put
https://www.ad.nl/112-nieuws-groningen/fietser-ernstig-gewond-na-aanrijding-met-auto-op-hoendiep-in-groningen~a15a8edf/,2024-10-31,"Een fietser is ernstig gewond geraakt na een botsing met een auto op het Hoendiep in Groningen. © Persbureau Meter
Fietser ernstig gewond na aanrijding met auto op Hoendiep in Groningen
Een fietser is donderdagochtend ernstig gewond geraakt na een ongeluk met een auto op het Hoendiep tussen Groningen en Hoogkerk. Een traumahelikopter is bij de aanrijding geland.
112Redactie 31-10-24, 07:12 Laatste update: 31-10-24, 07:49
Het ongeluk gebeurde rond 07.10 uur. Het is nog niet bekend hoe de auto de fiets heeft kunnen raken. 
De voorruit van de auto is zwaar beschadigd. Het frame van de fiets is volledig verwrongen door de klap. 
De fietser krijgt ter plaatse eerste hulp door het ambulancepersoneel en het ter plaatse gekomen mobiel medisch team. 
Wil je elke dag de Dagelijkse nieuwsupdate nieuwsbrief van AD ontvangen via e-mail?",Een fietser is ernstig gewond geraakt na een botsing met een auto op het Hoendiep in Groningen    Persbureau Meter Fietser ernstig gewond na aanrijding met auto op Hoendiep in Groningen Een fietser is donderdagochtend ernstig gewond geraakt na een ongeluk met een auto op het Hoendiep tussen Groningen en Hoogkerk  Een traumahelikopter is bij de aanrijding geland  112Redactie 31 10 24   Laatste update  31 10 24   Het ongeluk gebeurde rond 07 10 uur  Het is nog niet bekend hoe de auto de fiets heeft kunnen raken   De voorruit van de auto is zwaar beschadigd  Het frame van de fiets is volledig verwrongen door de klap   De fietser krijgt ter plaatse eerste hulp door het ambulancepersoneel en het ter plaatse gekomen mobiel medisch team   
https://www.destentor.nl/112-nieuws-zwolle/fietser-gewond-na-val-van-dijk-aan-de-nieuwe-wetering-in-zwolle~ab99a28e/,2024-10-30,"De fietser kwam onderaan de dijk aan de Nieuwe Weteringkade ten val. © PNN
Fietser gewond na val van dijk aan de Nieuwe Wetering in Zwolle
Een fietser is woensdagmiddag gewond geraakt bij een harde val aan de Nieuwe Wetering in Zwolle. De fietser kwam onderaan een dijk tot stilstand en raakte hierbij gewond.
112Redactie 30-10-24, 16:55 Laatste update: 30-10-24, 18:08
De fietser schrok rond 17.00 uur van een auto komende van de Marslanden, door de schrikreactie reed de persoon een dijk af en kwam hard ten val onderaan de dijk. Ambulancepersoneel heeft de persoon gestabiliseerd en doormiddel van een schepbrandcard naar de ambulance gebracht. Het slachtoffer is voor verdere medische behandeling overgebracht naar een ziekenhuis. 
Nog even dit…
Wij zijn er voor iedereen die zich betrokken voelt bij onze regio. Wil jij ook graag weten wat er bij ons speelt en wat dat voor jou betekent? Onze verslaggevers zijn de oren en ogen van de regio en staan midden tussen de mensen. Hierdoor zijn wij in staat je het allerbeste regionale nieuws te brengen zonder poespas, maar altijd met fatsoen. Maar je kunt natuurlijk ook bij ons terecht voor betrouwbaar (inter)nationaal nieuws, sport en entertainment. Wat je bij ons leest, ziet of hoort, dat mag je raken.

Je leest de Stentor al voor1,80 per week
Meer informatie
Al abonnee? Log dan in",De fietser kwam onderaan de dijk aan de Nieuwe Weteringkade ten val    PNN Fietser gewond na val van dijk aan de Nieuwe Wetering in Zwolle Een fietser is woensdagmiddag gewond geraakt bij een harde val aan de Nieuwe Wetering in Zwolle  De fietser kwam onderaan een dijk tot stilstand en raakte hierbij gewond  112Redactie 30 10 24   Laatste update  30 10 24   De fietser schrok rond 17 00 uur van een auto komende van de Marslanden  door de schrikreactie reed de persoon een dijk af en kwam hard ten val onderaan de dijk  Ambulancepersoneel heeft de persoon gestabiliseerd en doormiddel van een schepbrandcard naar de ambulance gebracht  Het slachtoffer is voor verdere medische behandeling overgebracht naar een ziekenhuis   
https://www.ad.nl/112-nieuws-groningen/fietser-gewond-bij-botsing-met-auto-op-de-verlengde-visserstraat-in-groningen~ab9181240/,2024-10-30,"De fietser is ter controle vervoerd naar een ziekenhuis. © NoorderNieuws
Fietser gewond bij botsing met auto op de Verlengde Visserstraat in Groningen
Een fietser is woensdagmiddag gewond geraakt bij een ongeval op de Verlengde Visserstraat in Groningen. De politie heeft het ongeval in onderzoek.
112Redactie 30-10-24, 16:55 Laatste update: 30-10-24, 17:45
De fietser kwam rond 17.00 uur in botsing met een auto. Dit gebeurde op de kruising met de Westersingel. Omstanders schoten direct te hulp tot de komst van de hulpdiensten. De fietser raakte gewond en is voor verdere behandeling overgebracht naar een ziekenhuis. 
Een deel van de kruising was tijdelijk afgesloten voor verkeer. De politie heeft het ongeval in onderzoek. ",De fietser is ter controle vervoerd naar een ziekenhuis    NoorderNieuws Fietser gewond bij botsing met auto op de Verlengde Visserstraat in Groningen Een fietser is woensdagmiddag gewond geraakt bij een ongeval op de Verlengde Visserstraat in Groningen  De politie heeft het ongeval in onderzoek  112Redactie 30 10 24   Laatste update  30 10 24   De fietser kwam rond 17 00 uur in botsing met een auto  Dit gebeurde op de kruising met de Westersingel  Omstanders schoten direct te hulp tot de komst van de hulpdiensten  De fietser raakte gewond en is voor verdere behandeling overgebracht naar een ziekenhuis   Een deel van de kruising was tijdelijk afgesloten voor verkeer  De politie heeft het ongeval in onderzoek  
https://www.gelderlander.nl/112-nieuws-wageningen/fietser-gewond-geraakt-bij-botsing-met-dhl-busje-in-wageningen-traumahelikopter-opgeroepen~a84d6a68/,2024-10-29,"00:34
E-biker gewond bij ongeval met DHL-busje in Wageningen
Fietser gewond geraakt bij botsing met DHL-busje in Wageningen, bestuurder mee naar politiebureau
UPDATE / MET VIDEOEen fietser is dinsdagochtend gewond geraakt na een botsing met een bestelbusje van bezorgdienst DHL. Dat gebeurde op de kruising tussen de Costerweg en de Nude.
112Redactie 29-10-24, 09:58 Laatste update: 29-10-24, 12:19
Het ongeluk gebeurde vlak voor 10.00 uur, de bestuurder van een elektrische fiets werd ter hoogte van de middenberm geschept door het busje. Twee ambulances kwamen met spoed ter plaatse. Een traumahelikopter met aan boord een mobiel medisch team werd opgeroepen ter ondersteuning.
Het slachtoffer is met onbekend letsel naar het ziekenhuis vervoerd. De Forensische Opsporing Verkeer is ter plaatse en doet onderzoek naar de aanrijding. De politie meldt dat de bestuurder van het busje meegenomen is naar het politiebureau. De Costerweg en de Nude zijn volledig afgesloten voor verkeer.
Een fietser is gewond geraakt bij een botsing met een DHL-busje in Wageningen. © Persbureau Heitink
Nog even dit…
Wij zijn er voor iedereen die zich betrokken voelt bij onze regio. Wil jij ook graag weten wat er bij ons speelt en wat dat voor jou betekent? Onze verslaggevers zijn de oren en ogen van de regio en staan midden tussen de mensen. Hierdoor zijn wij in staat je het allerbeste regionale nieuws te brengen zonder poespas, maar altijd met fatsoen. Maar je kunt natuurlijk ook bij ons terecht voor betrouwbaar (inter)nationaal nieuws, sport en entertainment. Wat je bij ons leest, ziet of hoort, dat mag je raken.

Je leest de Gelderlander al voor1,80 per week
Meer informatie
Al abonnee? Log dan in .", E biker gewond bij ongeval met DHL busje in Wageningen Fietser gewond geraakt bij botsing met DHL busje in Wageningen  bestuurder mee naar politiebureau UPDATE   MET VIDEOEen fietser is dinsdagochtend gewond geraakt na een botsing met een bestelbusje van bezorgdienst DHL  Dat gebeurde op de kruising tussen de Costerweg en de Nude  112Redactie 29 10 24   Laatste update  29 10 24   Het ongeluk gebeurde vlak voor 10 00 uur  de bestuurder van een elektrische fiets werd ter hoogte van de middenberm geschept door het busje  Twee ambulances kwamen met spoed ter plaatse  Een traumahelikopter met aan boord een mobiel medisch team werd opgeroepen ter ondersteuning  Het slachtoffer is met onbekend letsel naar het ziekenhuis vervoerd  De Forensische Opsporing Verkeer is ter plaatse en doet onderzoek naar de aanrijding  De politie meldt dat de bestuurder van het busje meegenomen is naar het politiebureau  De Costerweg en de Nude zijn volledig afgesloten voor verkeer  Een fietser is gewond geraakt bij een botsing met een DHL busje in Wageningen    Persbureau Heitink 
https://www.ad.nl/oss/fietser-gewond-bij-aanrijding-op-rotonde-in-oss-slachtoffer-naar-ziekenhuis~aecf6d8b/,2024-10-29,"Een fietser is dinsdagmiddag aangereden op een rotonde in Oss. © Meesters Multi Media
Fietser gewond bij aanrijding op rotonde in Oss, slachtoffer naar ziekenhuis
OSS - Een fietser is dinsdagmiddag aangereden op een rotonde in Oss. Het slachtoffer raakte gewond en is naar een ziekenhuis gebracht.
Petra Vogel 29-10-24, 12:55 Laatste update: 29-10-24, 13:05
Het ongeluk gebeurde op de rotonde Euterpelaan-Kortfoortstraat. Het slachtoffer reed op een e-bike en werd rond 12.10 uur aangereden door een auto. De fietser is door ambulancepersoneel nagekeken en daarna met een ambulance naar het ziekenhuis vervoerd.
Lees ook ander 112-nieuws
Dure mannenkleding gestolen bij ramkraak in Ravenstein: dieven rijden met auto etalage van modezaak in
Bewoner ontdekt brand in koelkast in woning in Oss, brandweer rukt uit
Het ongeluk gebeurde op de rotonde Euterpelaan-Kortfoortstraat. © Meesters Multi Media",Een fietser is dinsdagmiddag aangereden op een rotonde in Oss    Meesters Multi Media Fietser gewond bij aanrijding op rotonde in Oss  slachtoffer naar ziekenhuis OSS   Een fietser is dinsdagmiddag aangereden op een rotonde in Oss  Het slachtoffer raakte gewond en is naar een ziekenhuis gebracht  Petra Vogel 29 10 24   Laatste update  29 10 24   Het ongeluk gebeurde op de rotonde Euterpelaan Kortfoortstraat  Het slachtoffer reed op een e bike en werd rond 12 10 uur aangereden door een auto  De fietser is door ambulancepersoneel nagekeken en daarna met een ambulance naar het ziekenhuis vervoerd  
